rule,idx,project,file,line,verdict,reason
EXP34-C,19,hostap,src/ap/ieee802_11_ht.c,485,FP,"update_sta_ht() increments hapd->iface->num_sta_ht_no_gf at line 485. Same hapd-non-null internal-parameter pattern."
EXP34-C,20,hostap,src/ap/ieee802_11_ht.c,512,FP,"update_sta_no_ht() increments hapd->iface->num_sta_no_ht at line 512. Same hapd-non-null internal-parameter pattern."
EXP34-C,21,hostap,src/ap/ieee802_11_ht.c,530,FP,"update_ht_state() passes hapd->iface to hostapd_ht_operation_update() at line 530, dereferencing hapd. Same hapd-non-null internal-parameter pattern."
EXP34-C,22,hostap,src/ap/ieee802_11_ht.c,550,FP,"hostapd_get_ht_capab() reads hapd->iconf->ht_capab at line 550. Same hapd-non-null internal-parameter pattern."
EXP34-C,23,hostap,src/ap/ieee802_11_shared.c,1291,FP,"hostapd_wfa_gen_capab() passes hapd->msg_ctx to wpa_msg() at line 1291. Same hapd-non-null internal-parameter pattern."
EXP34-C,24,hostap,src/ap/ieee802_11_vht.c,156,FP,"check_valid_vht_mcs() reads hapd->iface->current_mode at line 156. Same hapd-non-null internal-parameter pattern."
EXP34-C,25,hostap,src/ap/ieee802_11_vht.c,255,FP,"copy_sta_vendor_vht() reads hapd->conf->disable_11ac at line 255. Same hapd-non-null internal-parameter pattern."
EXP34-C,26,hostap,src/ap/ieee802_11_vht.c,335,FP,"hostapd_get_vht_capab() reads hapd->iconf->vht_capab at line 335. Same hapd-non-null internal-parameter pattern."
EXP34-C,27,hostap,src/ap/sta_info.c,1550,FP,"ap_sta_bind_vlan() reads hapd->iface->interfaces at line 1550 (CONFIG_IEEE80211BE build). Same hapd-non-null internal-parameter pattern."
EXP34-C,28,hostap,wpa_supplicant/ctrl_iface.c,2480,FP,"'hs20' is assigned inside the same if-condition it is used in: 'if (wpa_s->current_bss && (hs20 = wpa_bss_get_vendor_ie(wpa_s->current_bss, HS20_IE_VENDOR_TYPE)) && ...)' (lines 2474-2478); the '&&' chain short-circuits, so hs20 is provably non-NULL by the time hs20[1] is read at line 2480. Classic assign-in-if-condition null-check pattern the analyzer is failing to credit."
EXP34-C,29,hostap,wpa_supplicant/wpa_cli.c,4598,FP,"wpa_ctrl_open(global) at line 4598 is inside wpa_cli_open_global_ctrl(), which has exactly two call sites (lines 4631 and 5257), both written as 'if (global && wpa_cli_open_global_ctrl() < 0)' / 'if (global && wpa_cli_open_global_ctrl() < 0)'. Both callers guard on 'global &&' before invoking the function, so global is provably non-NULL whenever this line executes; the check just lives one frame up, outside this function's own body."
EXP34-C,30,hostap,wpa_supplicant/wpa_cli.c,4609,FP,"Same function and same caller-side guard as the line-4598 finding: wpa_ctrl_open(global) at line 4609 executes only after wpa_cli_open_global_ctrl() was entered via one of the two 'if (global && ...)' call sites, so global is provably non-NULL here too."
EXP34-C,31,hostap,wpa_supplicant/wpa_supplicant.c,4771,FP,"bss->freq is read at line 4771 inside 'if (ssid->edmg_channel) {' which is nested inside 'if (edmg_ie_oper) {' (line 4753). edmg_ie_oper is only ever assigned non-NULL via 'if (bss && ssid->enable_edmg) edmg_ie_oper = wpa_bss_get_ie_ext(bss, ...); else edmg_ie_oper = NULL;' at lines 4747-4751, so edmg_ie_oper being truthy at 4753 implies bss was truthy at 4747. The analyzer isn't tracking this transitive invariant across the intermediate edmg_ie_oper variable, but bss is provably non-NULL at line 4771."
EXP34-C,32,hostap,wpa_supplicant/wpa_supplicant.c,4890,FP,"'ie' at line 4890 is 'struct wpa_ie_data ie;' declared at line 4887 - a stack value type, not a pointer - populated in-place by wpa_parse_wpa_ie(rsn, 2 + rsn[1], &ie) inside the same && chain before ie.capabilities is read. There is no pointer dereference at this site at all, so EXP34-C (possible-null-pointer-use) does not apply to this construct; the finding misidentifies a local struct member access as a pointer dereference."
