rule,idx,project,file,line,verdict,reason
EXP34-C,11,pureftpd,src/altlog.c,378,FP,"In altlog_write_w3c_header(), tm->tm_mon at line 378 is part of the same short-circuit || condition '(tm = localtime(&now)) == NULL || tm->tm_mon > 11 || tm->tm_mon < 0' at lines 376-379; the NULL clause short-circuits before tm->tm_mon is evaluated."
EXP34-C,12,pureftpd,src/bsd-getopt_long.c,426,FP,"In the getopt core, 'oli' is assigned inside a disjunctive if-condition (""... || (oli = strchr(options, optchar)) == NULL) { ... return ...; }"") whose every branch returns; falling through to line 426 requires that disjunct to have evaluated false, i.e. oli != NULL, so oli[1] is safe."
EXP34-C,13,pureftpd,src/bsd-glob.c,471,FP,"In glob0()'s KEEPSTAT sort block, 'path_stat' is assigned and checked at line 467 (""if ((path_stat = calloc(n, sizeof(*path_stat))) == NULL) { return GLOB_NOSPACE; }""); the indexing at line 471 is only reached after that guarded return, so path_stat is non-NULL."
EXP34-C,14,pureftpd,src/bsd-glob.c,659,FP,"In glob2(), 'dp' comes from ""while ((dp = (*readdirfunc)(dirp))) {"" — the classic NULL-safe readdir-loop idiom where the loop condition itself is the guard; the body (including dp->d_name at line 659) executes only while dp is non-NULL, and the loop exits cleanly on NULL/EOF."
EXP34-C,15,pureftpd,src/diraliases.c,26,FP,"In init_aliases(), 'fp' is assigned and checked at line 21 (""if ((fp = fopen(ALIASES_FILE, ""r"")) == NULL) { return 0; }""); the fgets loop at line 26 only executes after that guarded return, so fp is non-NULL."
EXP34-C,16,pureftpd,src/dynamic.c,61,FP,"iptrack_find_ip_or_shift() is a static function with no local NULL check on 'iptrack_list', but it has exactly one call site (iptrack_add(), line 122), which is only reached after the ""if (iptrack_list == NULL) { ... if ((iptrack_list = malloc(...)) == NULL) { return; } ... }"" block guarantees iptrack_list is non-NULL. sqc's intraprocedural analysis misses this caller-side guarantee for the sole call site of a static helper."
EXP34-C,17,pureftpd,src/dynamic.c,109,FP,"In iptrack_add(), line 109 (the zero-init loop body ""iptrack_list[ci].pid = (pid_t) 0;"") runs only after ""if ((iptrack_list = malloc(maxusers * sizeof *iptrack_list)) == NULL) { return; }"" at lines 105-106, so iptrack_list is guaranteed non-NULL there."
EXP34-C,18,pureftpd,src/fakechroot.c,110,FP,"In fakexlate(), ""*sl = 0;"" at line 110 sits directly inside ""if ((sl = strrchr(curdirtmp, '/')) != NULL) { *sl = 0; } else { *curdirtmp = 0; }"" — the most direct form of the assign-in-condition guard; NULL is handled in the else branch, not at line 110."
EXP34-C,19,pureftpd,src/ftp_parser.c,553,FP,"In the 'stor' command handling inside the main FTP command dispatcher (ftp_parser.c), 'arg' is always a pointer into the fixed 'cmd' line buffer established by pointer arithmetic earlier in the loop (never a nullable function return), and revealextraspc(arg) at line 552 is a pass-through that only ever returns its own non-NULL input unchanged (it special-cases NULL input by returning it as-is, but arg is never NULL to begin with); the *arg dereference at line 553 is therefore unreachable with NULL."
EXP34-C,20,pureftpd,src/ftp_parser.c,665,FP,"In the SITE command handler (ftp_parser.c), sitearg is assigned via if ((sitearg = arg) != NULL) { ... } at line 664, and the *sitearg dereference at line 665 is inside that guarded if-block, so sitearg cannot be NULL there (and arg itself is never NULL, as noted for finding 19)."
EXP34-C,21,pureftpd,src/ftp_parser.c,762,FP,"In the SITE UTIME handler (ftp_parser.c), sitearg2 is repeatedly reassigned via if ((sitearg2 = strrchr(sitearg, ' ')) == NULL || sitearg2 == sitearg) { goto utime_no_arg; } guards (lines 745, 752, 757) before each use; the value at line 762 comes from the guarded assignment at line 757 followed only by a *sitearg2++ = 0 increment at line 761, which cannot introduce NULL, so the *sitearg2 == 0 check at line 762 is safe."
EXP34-C,22,pureftpd,src/ftpd.c,458,FP,"In clearargs(), ``if ((new_environ = malloc(...)) == NULL) { abort(); }`` guards the array write at line 458; abort() is a real libc call and always terminates, so control never reaches line 458 with new_environ NULL. sqc's tracking doesn't credit abort() as a terminating branch."
EXP34-C,23,pureftpd,src/ftpd.c,671,FP,"In addreply_newline(), ``if ((newline = (struct reply *) malloc(...)) == NULL) { die_mem(); }`` guards the member write at line 671; die_mem() is declared ``__attribute__((noreturn))`` in ftpd.h and calls die(), so the NULL path never reaches newline->next. Classic malloc-checked-die_mem idiom not credited."
EXP34-C,24,pureftpd,src/ftpd.c,728,FP,"In doreply(), ``if ((scannedentry = firstreply) == NULL) { return; }`` guards entry into the do-while loop, and each subsequent iteration is gated by ``while ((scannedentry = nextentry) != NULL)``; scannedentry->next at line 728 is therefore always reached with scannedentry non-NULL. sqc doesn't credit the earlier-in-function check plus reassign-in-loop-condition idiom."
EXP34-C,25,pureftpd,src/ftpd.c,854,FP,"In do_ipv6_port(), ``port = strtoul(p, &endptr, 10);`` always writes a valid non-NULL pointer into endptr per the C standard (strtoul sets *endptr to point into/after the parsed string, never leaves it NULL when the endptr argument itself is non-NULL). The ``*endptr != delim`` dereference on line 854 is safe; sqc doesn't model that strtoul unconditionally initializes its output parameter."
EXP34-C,26,pureftpd,src/ftpd.c,1054,FP,"In dobanner(), both switch branches that can reach the fgets() call at line 1054 (case 0's fopen("".banner""...)/fopen(""welcome.msg""...) chain, and case 1's fopen("".message""...)) return immediately on failure (if (... == NULL) { return; }); the default case also returns. msg is therefore guaranteed non-NULL by the time execution falls through to the fgets() loop. Earlier-in-function guard idiom not credited."
EXP34-C,27,pureftpd,src/ftpd.c,1137,FP,"In modernformat(), ``if (lstat(file, &st) != 0 || !(t = gmtime((time_t *) &st.st_mtime))) { return -1; }`` is the classic in-condition assign-and-check idiom: t is assigned and NULL-checked in the same guard, returning -1 before any use if gmtime() fails, so t->tm_year at line 1137 is always reached with t non-NULL."
EXP34-C,28,pureftpd,src/ftpd.c,1346,FP,"In doanonlogin() (the NON_ROOT_FTP-undefined path), if (((pw = getpwnam(""ftp"")) == NULL && (pw = getpwnam(""_ftp"")) == NULL) || pw->pw_uid == 0 || ...) short-circuits: pw->pw_uid is only evaluated when the leading (A && B) term is false, i.e. at least one of the two getpwnam() assignments succeeded, so pw is guaranteed non-NULL whenever pw->pw_uid is reached. sqc doesn't credit assign-and-check across two chained getpwnam() calls joined by && inside a larger || guard."
EXP34-C,29,pureftpd,src/ftpd.c,1603,FP,"In check_trustedgroup(), ``if ((alloca_suppgroups = ALLOCA(...)) == NULL) { die_mem(); }`` (noreturn) guards the array access at line 1603 inside the following while loop. Same malloc/ALLOCA-checked-die_mem idiom as idx 23/43."
EXP34-C,30,pureftpd,src/ftpd.c,1641,FP,"In create_home_and_chdir(), ``if ((pathcomp = ALLOCA(len)) == NULL) { return -1; }`` immediately precedes the ``memcpy(pathcomp, home, len)`` call at line 1641; pathcomp is guaranteed non-NULL there by the preceding early return."
EXP34-C,31,pureftpd,src/ftpd.c,1645,FP,"In create_home_and_chdir(), ``z = pathcomp;`` is assigned from pathcomp, which was NULL-checked with an early return a few lines earlier (``if ((pathcomp = ALLOCA(len)) == NULL) return -1;``); z is then only incremented (never reassigned from anything else) before the ``*z == 0`` dereference at line 1645, so z can never be NULL. Checked-earlier-in-function idiom, propagated through a simple pointer copy/increment."
EXP34-C,32,pureftpd,src/ftpd.c,2006,FP,"In docwd(), ``if (chrooted != 0 || guest != 0 || (pw = getpwnam(buffer)) == NULL || pw->pw_dir == NULL) { /* try old where */ } else { ...pw->pw_dir... }`` is the in-condition assign-and-check idiom via short-circuit ||: pw->pw_dir at line 2006 is only evaluated when the getpwnam() assignment did not return NULL, and the else-branch use is likewise gated by the same guard succeeding."
EXP34-C,33,pureftpd,src/ftpd.c,2797,FP,"In displayrate(), ``if ((resolved_path = malloc(sizeof_resolved_path)) == NULL) { return; }`` directly precedes the array write ``resolved_path[sizeof_resolved_path - 1U] = 0;`` at line 2797; resolved_path is guaranteed non-NULL there."
EXP34-C,34,pureftpd,src/ftpd.c,3191,FP,"In dlhandler_handle_commands(), bufpnt = skip_telnet_controls(buf), where buf is declared ``char buf[100]`` (a fixed-size stack array, never a NULL pointer). skip_telnet_controls()'s only NULL-return path is ``if (str == NULL) return NULL;``, which is unreachable at this call site since an array argument always decays to a non-NULL address; strchr(bufpnt, '\n') at line 3191 is therefore always passed a non-NULL pointer. sqc flags the callee's general NULL-return possibility without narrowing on the call site's provably-non-NULL array argument."
EXP34-C,35,pureftpd,src/ftpd.c,3411,FP,"In dorest(), ``restartat = (off_t) strtoull(name, &endptr, 10);`` always writes a valid non-NULL pointer to endptr (same strtoull/strtoul output-parameter contract as idx 25); the ``*endptr != 0`` check at line 3411 is safe."
EXP34-C,36,pureftpd,src/ftpd.c,3662,FP,"In delete_atomic_file(), ``if ((atomic_file = get_atomic_file(NULL)) == NULL || *atomic_file == 0) { return; }`` is the in-condition assign-and-check idiom via short-circuit ||: *atomic_file at line 3662 is only evaluated once the preceding NULL check on the same assignment has failed to short-circuit."
EXP34-C,37,pureftpd,src/ftpd.c,4115,FP,"In ul_check_free_space(), ``if (name_len < (size_t) 2U || (alloca_namedir = ALLOCA(name_len)) == NULL) { return -1; }`` directly precedes ``memcpy(alloca_namedir, name, name_len)`` at line 4115; alloca_namedir is guaranteed non-NULL there via the immediately preceding guard."
EXP34-C,38,pureftpd,src/ftpd.c,4120,FP,"In ul_check_free_space(), ``if ((z = strrchr(alloca_namedir, '/')) != NULL) { if (z == alloca_namedir) { *z++ = '.'; } *z = 0; }`` — z is NULL-checked at assignment in the enclosing if, and the only mutation inside the guarded block is incrementing an already-non-NULL z within the same buffer, so ``*z = 0`` at line 4120 is always safe. In-condition assign-and-check idiom."
EXP34-C,39,pureftpd,src/ftpd.c,5566,FP,"In pureftpd_start() (BANNER_ENVIRON/COOKIE block), ``if ((a = getenv(\BANNER\"")) != NULL && *a != 0) {`` is the textbook in-condition assign-and-check idiom via short-circuit &&: *a at line 5566 is only reached once the preceding NULL check succeeded."""
EXP34-C,40,pureftpd,src/ftpd.c,5602,FP,"In pureftpd_start(), case 's': if ((pw = getpwnam(""ftp"")) != NULL || (pw = getpwnam(""_ftp"")) != NULL) { warez = pw->pw_uid; } — pw->pw_uid at line 5602 is only reached when the || guard is true, meaning at least one of the two getpwnam() assignments succeeded, so pw is guaranteed non-NULL. Same two-call assign-and-check idiom as idx 28, mirrored with || instead of &&/||."
EXP34-C,41,pureftpd,src/ftpd.c,5629,FP,"In pureftpd_start(), case 'S': ``if ((struck = strchr(optarg, ',')) != NULL) { *struck = 0; ...`` — the dereference at line 5629 is the very next statement inside the block guarded by the NULL check on the same assignment. In-condition assign-and-check idiom."
EXP34-C,42,pureftpd,src/ftpd.c,5706,FP,"In pureftpd_start(), case 'a': ``endptr = NULL; chroot_trustedgid = strtoul(nptr, &endptr, 0); if (!nptr || !*nptr || !endptr || *endptr) {`` explicitly checks ``!endptr`` immediately before ``*endptr`` in the same short-circuited || chain at line 5706, so the dereference is only reached once endptr has been confirmed non-NULL (and strtoul in fact always writes a valid pointer here regardless). Explicit inline NULL guard not credited."
EXP34-C,43,pureftpd,src/ftpd.c,5904,FP,"In pureftpd_start(), case 'l': ``if ((new_auth = malloc(sizeof *new_auth)) == NULL) { die_mem(); }`` (noreturn) directly precedes ``new_auth->auth = auth_list_pnt;`` at line 5904. Same malloc-checked-die_mem idiom as idx 23/29/43."
EXP34-C,44,pureftpd,src/ftpd.c,5959,FP,"In pureftpd_start(), case 'O': ``if ((optarg_copy = strdup(optarg)) == NULL) { die_mem(); }`` (noreturn) directly precedes ``strchr(optarg_copy, ALTLOG_DELIMITER)`` at line 5959. Same malloc-checked-die_mem idiom."
EXP34-C,45,pureftpd,src/ftpwho-read.c,45,FP,"In ftpwho_read_count(), ``while ((entry = readdir(dir)) != NULL) { if (strncmp(entry->d_name, ...`` — the member access at line 45 is inside the loop body, which is only entered when the while-condition's assign-and-check confirmed entry non-NULL. Standard while-loop assign-and-check idiom (readdir NULL signals end-of-directory)."
EXP34-C,46,pureftpd,src/ipstack.c,47,FP,"In getnameinfo() (ipstack.c), 'he' is assigned at line 45-46 via ((he = gethostbyaddr(...)) != NULL && he->h_name != NULL ...) — the h_name member access on line 47 is inside the same && chain, guarded by short-circuit evaluation of the preceding 'he != NULL' test, so NULL is unreachable at the point of use."
EXP34-C,47,pureftpd,src/ipstack.c,62,FP,"In getnameinfo() (ipstack.c), numeric_ip is assigned at line 59 with an immediate NULL check that returns EAI_SYSTEM (lines 59-61); the strlen(numeric_ip) call at line 62 is only reached once that guard has passed, so numeric_ip cannot be NULL there."
EXP34-C,48,pureftpd,src/ipstack.c,96,FP,"In getaddrinfo() (ipstack.c), 'answer' is malloc'd at line 89 with an immediate NULL check that returns EAI_MEMORY on failure; the member write at line 96 executes only after that guard, so 'answer' is guaranteed non-NULL."
EXP34-C,49,pureftpd,src/ipstack.c,100,FP,"In getaddrinfo() (ipstack.c), 'saddr' is malloc'd at line 92 with an immediate NULL check (frees answer and returns EAI_MEMORY on failure); the memset(saddr, ...) at line 100 is only reached past that guard, so saddr cannot be NULL."
EXP34-C,50,pureftpd,src/ipstack.c,122,FP,"In getaddrinfo() (ipstack.c), 'se' is assigned at line 121 via ((se = getservbyname(...)) != NULL && se->s_port > 0) — the se->s_port access on the same line is guarded by the preceding != NULL check in the same && chain, so NULL is unreachable."
EXP34-C,51,pureftpd,src/ipstack.c,135,FP,"In getaddrinfo() (ipstack.c), 'he' is assigned at line 135 via ((he = gethostbyname(node)) != NULL && he->h_addr_list != NULL && ...) — the he->h_addr_list member access is guarded by the preceding != NULL check in the same && chain on the same line, so NULL is unreachable at that access."
EXP34-C,52,pureftpd,src/log_extauth.c,246,FP,"In the response-parsing loop of the extauth client (log_extauth.c), crpoint is assigned via the classic while ((crpoint = strchr(linepnt, '\n')) != NULL) idiom at line 242; *crpoint = 0 at line 246 executes only inside that loop body, so crpoint is guaranteed non-NULL there — this is the assign-and-check-in-loop-condition idiom sqc does not credit."
EXP34-C,53,pureftpd,src/log_ldap.c,62,FP,"In pw_ldap_parse() (log_ldap.c), 't' is assigned at line 61 via if ((t = strchr(ldap_filter, backslash)) != NULL) { ... }; the t[1] access at line 62 is inside that guarded if-block, so t cannot be NULL there."
EXP34-C,54,pureftpd,src/log_ldap.c,299,FP,"In pw_ldap_getvalue() (log_ldap.c), 'vals' is assigned at line 296 with an immediate NULL check that returns NULL (lines 296-298); the vals[0] access at line 299 is only reached once that guard has passed."
EXP34-C,55,pureftpd,src/log_ldap.c,486,FP,"In pw_ldap_getpwnam() (log_ldap.c), pw_uid_s is assigned at line 485 inside ((pw_uid_s = pw_ldap_getvalue(...)) == NULL || *pw_uid_s == 0 || ...); the *pw_uid_s dereference on line 486 is guarded by short-circuit || evaluation of the preceding == NULL test in the same condition, so NULL is unreachable at that point."
EXP34-C,56,pureftpd,src/log_ldap.c,504,FP,"In pw_ldap_getpwnam() (log_ldap.c), pw_gid_s is assigned at line 503 inside ((pw_gid_s = pw_ldap_getvalue(...)) == NULL || *pw_gid_s == 0 || ...); the *pw_gid_s dereference on line 504 is guarded by the preceding == NULL short-circuit in the same condition, identical pattern to pw_uid_s above."
EXP34-C,57,pureftpd,src/log_ldap.c,603,FP,"In pw_ldap_check() (log_ldap.c), 'pw' is assigned at line 578 inside an || chain ((pw = pw_ldap_getpwnam(account, result)) == NULL) that returns immediately on failure (line 579); pw is never reassigned before the pw->pw_passwd access at line 603, so it is guaranteed non-NULL — the check made earlier in the function still covers this later use."
EXP34-C,58,pureftpd,src/log_pam.c,94,FP,"In PAM_conv() (log_pam.c), the GET_MEM macro (lines 72-77) assigns reply = realloc(reply, size) and returns PAM_CONV_ERR immediately if the result is NULL; GET_MEM is invoked at line 93 directly before the reply[replies] member access at line 94, so reply is guaranteed non-NULL — the guard is real but hidden inside a realloc-and-check macro sqc's macro-expansion engine does not credit for general EXP34-C null tracking."
EXP34-C,59,pureftpd,src/log_pam.c,195,FP,"In pw_pam_check() (log_pam.c), pw_ is assigned at line 192 via if ((pw_ = getpwnam(user)) == NULL) { goto bye; }; the dereference 'pw = *pw_' at line 195 is only reached once that guard has passed, so pw_ cannot be NULL."
EXP34-C,60,pureftpd,src/log_puredb.c,91,FP,"In access_ip_match() (log_puredb.c), comapoint is assigned at line 90 via if ((comapoint = strchr(pattern, ',')) != NULL) { *comapoint = 0; }; the dereference at line 91 is inside that guarded if-block, so comapoint cannot be NULL there."
EXP34-C,61,pureftpd,src/log_puredb.c,146,FP,"In access_ip_match() (log_puredb.c), endptr is passed by address to strtoul(slash + 1, &endptr, 10) at line 145; per the C standard strtoul() unconditionally writes a valid, non-NULL pointer through endptr on every call (even when no conversion occurs), so the *endptr dereference at line 146 can never see NULL or an uninitialized value — sqc's output-parameter tracking does not credit strtoul as an always-initializing output parameter here."
EXP34-C,62,pureftpd,src/log_puredb.c,268,FP,"In time_restrictions_check() (log_puredb.c), 'tm' is assigned at line 265 inside ((now_t = time(NULL)) == (time_t) -1 || (tm = localtime(&now_t)) == NULL) which returns 0 immediately on failure; the tm->tm_hour access at line 268 is only reached once that guard has passed via the || short-circuit."
EXP34-C,63,pureftpd,src/log_puredb.c,292,FP,"In pw_puredb_parseline() (log_puredb.c), 'line' is assigned at line 292 inside if ((line = pure_strtok2(&cursor, *PW_LINE_SEP)) == NULL || *line == 0) { return -1; }; the *line dereference is guarded by the preceding == NULL short-circuit in the very same condition, so NULL is unreachable there."
EXP34-C,64,pureftpd,src/log_unix.c,46,FP,"In pw_unix_check() (log_unix.c), 'shell' is assigned inside the loop condition while ((shell = (char *) getusershell()) != NULL && strcmp(pw.pw_shell, shell) != 0); the strcmp use of shell at line 46 is guarded by the preceding != NULL short-circuit in the same while condition, so NULL is unreachable at that call."
EXP34-C,65,pureftpd,src/log_unix.c,60,FP,"In pw_unix_check() (log_unix.c), 'spw' is assigned at line 60 via (spw = getspnam(account)) != NULL && spw->sp_pwdp != NULL, and the spw->sp_pwdp member access is guarded by the preceding != NULL check in the same && chain on the same line, so NULL is unreachable there."
EXP34-C,66,pureftpd,src/ls.c,185,FP,"In getgroup(), p->gid = gid at line 185 follows 'if ((p = malloc(sizeof *p)) == NULL) { die_mem(); }' at lines 182-184; die_mem() is declared '__attribute__((noreturn))' in ftpd.h and defined in ftpd.c to terminate the process, so the only path reaching line 185 has p non-NULL. sqc is not crediting the noreturn attribute on the NULL branch."
EXP34-C,67,pureftpd,src/ls.c,262,FP,"In listfile(), the array access name[0]/[1]/[2] at lines 262-263 occurs after the if(fi==NULL){...}else{...name = FI_NAME(fi);} block at lines 248-260. The only call site that passes a literal NULL for 'name' (listdir()'s listfile(s, NULL)) always passes a non-NULL fi, which forces the else branch reassigning name = FI_NAME(fi) (a macro dereferencing a valid names buffer, never NULL) before line 262 is reached; sqc's interprocedural param-null tracking is not crediting this unconditional intraprocedural reassignment."
EXP34-C,68,pureftpd,src/ls.c,385,FP,"In listfile(), alloca_nameline is assigned and null-checked with an early return at lines 364-366 ('if ((alloca_nameline = ALLOCA(sizeof_nameline)) == NULL) { return 0; }'); strlen(alloca_nameline) at line 385 executes only on the surviving non-NULL path."
EXP34-C,69,pureftpd,src/ls.c,591,FP,"In sreaddir(), de->d_name at line 591 is inside 'while ((de = readdir(d)) != NULL) {' (line 590) -- the canonical readdir-loop idiom that is inherently NULL-safe for the body, since the loop terminates before de can be NULL inside it."
EXP34-C,70,pureftpd,src/ls.c,635,FP,"In sreaddir(), names[names_counter] at line 635 is reached only after names is either the initial malloc, checked NULL with early return (lines 578-581), or replaced by a realloc result that is itself checked with 'goto nomem' on failure before names is reassigned (lines 595-619); by line 635 names is guaranteed non-NULL on every surviving path."
EXP34-C,71,pureftpd,src/ls.c,637,FP,"In sreaddir(), &files_info[files_info_counter] at line 637 is reached only after files_info is either the initial checked malloc (lines 582-589) or a realloc result checked via 'goto nomem' before reassignment (lines 620-633); every surviving path has files_info non-NULL by line 637."
EXP34-C,72,pureftpd,src/ls.c,695,FP,"In listdir(), s = dir at line 694 copies dir, which was just null-checked with an early return: 'if ((dir = sreaddir(&names)) == NULL) { addreply(...); return; }' at lines 690-693; s->name_offset at line 695 is therefore safe -- the null-check on dir is not being propagated to the aliased variable s."
EXP34-C,73,pureftpd,src/ls.c,719,FP,"In listdir(), r = dir at line 713 copies the same dir that was null-checked at lines 690-693; r->name_offset at line 719 is safe for the same reason as the s alias (finding 72) -- the earlier check on dir is not propagated to r."
EXP34-C,74,pureftpd,src/ls.c,1024,FP,"In donlst(), de->d_name at line 1024 is inside 'while ((de = readdir(dir)) != NULL) {' at line 1023 -- the standard readdir-loop idiom, inherently NULL-safe inside the loop body."
EXP34-C,75,pureftpd,src/ls.c,1100,FP,"In domlsd(), de->d_name at line 1100 is inside 'while ((de = readdir(dir)) != NULL) {' at line 1099 -- same readdir-loop idiom as finding 69/74, inherently NULL-safe inside the loop body."
EXP34-C,76,pureftpd,src/parser.c,31,FP,"In generic_parser(), 'fp' is assigned and checked at line 26 (""if (file == NULL || (fp = fopen(file, ""r"")) == NULL) { return -1; }""); the fgets loop at line 31 only runs after that guarded return, so fp is non-NULL."
EXP34-C,77,pureftpd,src/privsep.c,73,FP,"In privsep_sendfd() (privsep.c), 'cmsg' is assigned at line 69 via if ((cmsg = CMSG_FIRSTHDR(&msg)) == NULL) { ALLOCA_FREE(buf); return -1; }; the cmsg->cmsg_len member write at line 73 is only reached once that guard has passed."
EXP34-C,78,pureftpd,src/privsep.c,80,FP,"In privsep_sendfd() (privsep.c), 'fdptr' is assigned at line 76 via if ((fdptr = (int *) (void *) CMSG_DATA(cmsg)) == NULL) { ALLOCA_FREE(buf); return -1; }; the *fdptr = fd write at line 80 is only reached once that guard has passed, with no intervening reassignment of fdptr."
EXP34-C,79,pureftpd,src/pure-authd.c,325,FP,"In process() (pure-authd.c), crpoint is assigned via the classic while ((crpoint = strchr(linepnt, '\n')) != NULL) idiom at line 321; *crpoint = 0 at line 325 executes only inside that loop body, so crpoint is guaranteed non-NULL — same assign-and-check-in-loop-condition idiom as log_extauth.c."
EXP34-C,80,pureftpd,src/pure-authd.c,372,FP,"In listencnx() (pure-authd.c), 'saddr' is malloc'd at line 367 with an immediate NULL check that perrors and goto bye's on failure (lines 367-370); the memcpy(saddr->sun_path, ...) at line 372 is only reached once that guard has passed, so saddr cannot be NULL."
EXP34-C,81,pureftpd,src/pure-certd.c,293,FP,"In the certd child-process handler, 'crpoint' comes from ""while ((crpoint = strchr(linepnt, '\\n')) != NULL) {"" — the loop condition is the NULL guard itself, so ""*crpoint = 0;"" at line 293 executes only when crpoint is non-NULL."
EXP34-C,82,pureftpd,src/pure-certd.c,340,FP,"In listencnx(), 'saddr' is assigned and checked at line 335 (""if ((saddr = malloc(...)) == NULL) { perror(...); goto bye; }""); the memcpy(saddr->sun_path, ...) at line 340 is only reached after that guarded goto, so saddr is non-NULL."
EXP34-C,83,pureftpd,src/pure-ftpwho.c,836,FP,"In the scoreboard scan loop, 'entry' comes from ""while ((entry = readdir(dir)) != NULL) {"" — the loop condition itself is the NULL guard, so entry->d_name at line 836 is only accessed when entry is non-NULL."
EXP34-C,84,pureftpd,src/pure-ftpwho.c,863,FP,"'scanned_entry' is assigned via mmap() and checked at line 856-861 against MAP_FAILED, not against NULL (""if ((scanned_entry = (FTPWhoEntry *) mmap(...)) == (void *) MAP_FAILED) { goto nextone; }""); mmap() never returns NULL on success (it returns MAP_FAILED on error), so checkproc(scanned_entry->pid) at line 863 cannot see a NULL scanned_entry — sqc's null-tracker doesn't recognize the MAP_FAILED sentinel as ruling out NULL."
EXP34-C,85,pureftpd,src/pure-pw.c,294,FP,"In best_crypt(), the assignment ""crypted = crypt(...)"" and the NULL check are both in the same if-condition (""if ((crypted = ...) != NULL && strcmp(crypted, ...) == 0)""), so strcmp only runs once crypted is proven non-NULL by the preceding && short-circuit. sqc's assign-in-condition idiom #1 gap."
EXP34-C,86,pureftpd,src/pure-pw.c,363,FP,"In strip_lf(), ""*f = 0"" at line 363 is inside ""if ((f = strchr(str, '\r')) != NULL) { *f = 0; }"" — the classic assign-and-check-in-if-condition idiom; f cannot be NULL inside that block."
EXP34-C,87,pureftpd,src/pure-pw.c,523,FP,"In fetch_pw_account(), fp is set via ""if ((fp = fopen(file, ""r"")) == NULL) { ...; return -1; }"" immediately before the fgets loop at line 523, so by the time fgets(line, ..., fp) runs, fp is guaranteed non-NULL — idiom #1 with an early return instead of goto."
EXP34-C,88,pureftpd,src/pure-pw.c,589,FP,"In create_newpasswd(), fp2 is set via ""if ((fp2 = fdopen(fd2, ""w"")) == NULL) { ...; return NULL; }"" earlier in the function; the fputs(line, fp2) call at line 589 is only reachable after that guard passed, so fp2 cannot be NULL there."
